Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Application Type Code,Application Type,Application Data Type,Application Data,Application Average Persons Per Case,Number of Applications,,
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+procedure_type,#indicator+procedure+name,#indicator+application_type+code,#indicator+application_type,#indicator+application_data_type,#indicator+application_data,#indicator+application_average_persons+num,#inneed+asylum_seekers+applications,,
2009,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,11,,
2009,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,10,,
2009,NPL,ISR,Nepal,Israel,G,Government,N,New,P,Persons,1.1,6,,
2009,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,7,,
2009,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,29,,
2009,NPL,MYS,Nepal,Malaysia,U,UNHCR,NR,New and repeat,P,Persons,1,5,,
2009,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,72,,
2009,NPL,NIC,Nepal,Nicaragua,G,Government,N,New,P,Persons,1,18,,
2009,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,231,,
2009,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,112,,
2009,NPL,PAN,Nepal,Panama,G,Government,N,New,P,Persons,0,18,,
2009,NPL,PER,Nepal,Peru,G,Government,N,New,P,Persons,3,5,,
2009,NPL,POL,Nepal,Poland,G,Government,R,Repeat,P,Persons,0,14,,
2009,NPL,SLV,Nepal,El Salvador,G,Government,N,New,P,Persons,1,26,,
2009,NPL,ESP,Nepal,Spain,G,Government,N,New,P,Persons,0,8,,
2009,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,1,69,,
2009,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,1,23,,
2009,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,36,,
2009,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,1.5,18,,
2009,NPL,UKR,Nepal,Ukraine,G,Government,A,Appeal,P,Persons,1.3,7,,
2009,NPL,UKR,Nepal,Ukraine,G,Government,N,New,P,Persons,1.4,6,,
2009,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,91,,
2009,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,0,977,,
2010,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,C,Cases,0,61,,
2010,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,161,,
2010,NPL,AUT,Nepal,Austria,G,Government,NR,New and repeat,P,Persons,1,28,,
2010,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,208,,
2010,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,5,,
2010,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,89,,
2010,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,50,,
2010,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,121,,
2010,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,1,7,,
2010,NPL,ECU,Nepal,Ecuador,G,Government,NR,New and repeat,P,Persons,2,27,,
2010,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,70,,
2010,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,8,,
2010,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,35,,
2010,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,13,,
2010,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,5,,
2010,NPL,GTM,Nepal,Guatemala,G,Government,N,New,P,Persons,1,5,,
2010,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,N,New,P,Persons,1,12,,
2010,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,N,New,P,Persons,1,18,,
2010,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,R,Repeat,P,Persons,1,7,,
2010,NPL,IRL,Nepal,Ireland,G,Government,R,Repeat,P,Persons,0,8,,
2010,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,32,,
2010,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,10,,
2010,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,5,,
2010,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,109,,
2010,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,1,5,,
2010,NPL,KWT,Nepal,Kuwait,U,UNHCR,N,New,P,Persons,2.9,5,,
2010,NPL,MEX,Nepal,Mexico,G,Government,N,New,P,Persons,0,19,,
2010,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,88,,
2010,NPL,NLD,Nepal,Netherlands,G,Government,R,Repeat,P,Persons,0,7,,
2010,NPL,NIC,Nepal,Nicaragua,G,Government,N,New,P,Persons,1,13,,
2010,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,45,,
2010,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,17,,
2010,NPL,NZL,Nepal,New Zealand,G,Government,A,Appeal,P,Persons,0,5,,
2010,NPL,NZL,Nepal,New Zealand,G,Government,N,New,P,Persons,0,6,,
2010,NPL,POL,Nepal,Poland,G,Government,N,New,P,Persons,3.5,17,,
2010,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,5,,
2010,NPL,SLV,Nepal,El Salvador,G,Government,N,New,P,Persons,1,7,,
2010,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,1,17,,
2010,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,1,17,,
2010,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,16,,
2010,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,1.6,6,,
2010,NPL,TUR,Nepal,Turkey,U,UNHCR,N,New,P,Persons,2,5,,
2010,NPL,UKR,Nepal,Ukraine,G,Government,A,Appeal,P,Persons,1.3,5,,
2010,NPL,USA,Nepal,United States of America,G,Government,A,Appeal,P,Persons,0,145,,
2010,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,0,909,,
2011,NPL,ARG,Nepal,Argentina,G,Government,N,New,P,Persons,3.5,8,,
2011,NPL,AUS,Nepal,Australia,G,Government,N,New,C,Cases,1,142,,
2011,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,1,271,,
2011,NPL,AUT,Nepal,Austria,G,Government,NR,New and repeat,P,Persons,0,86,,
2011,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,403,,
2011,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,5,,
2011,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,41,,
2011,NPL,CYP,Nepal,Cyprus,G,Government,A,Appeal,P,Persons,0,156,,
2011,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,102,,
2011,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,0,7,,
2011,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,70,,
2011,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,8,,
2011,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,18,,
2011,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,34,,
2011,NPL,GEO,Nepal,Georgia,G,Government,NA,New and appeal,P,Persons,0,5,,
2011,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,12,,
2011,NPL,DEU,Nepal,Germany,G,Government,R,Repeat,P,Persons,0,5,,
2011,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,5,,
2011,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,A,Appeal,P,Persons,1,12,,
2011,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,N,New,P,Persons,1,30,,
2011,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,5,,
2011,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,6,,
2011,NPL,IRL,Nepal,Ireland,G,Government,SP,Subsidiary protection,P,Persons,0,6,,
2011,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,191,,
2011,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,251,,
2011,NPL,KOR,Nepal,Republic of Korea,G,Government,NR,New and repeat,P,Persons,1,14,,
2011,NPL,MEX,Nepal,Mexico,G,Government,N,New,P,Persons,0,13,,
2011,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,132,,
2011,NPL,NLD,Nepal,Netherlands,G,Government,R,Repeat,P,Persons,0,8,,
2011,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,30,,
2011,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,23,,
2011,NPL,NZL,Nepal,New Zealand,G,Government,N,New,P,Persons,1,5,,
2011,NPL,PER,Nepal,Peru,G,Government,N,New,P,Persons,3,5,,
2011,NPL,POL,Nepal,Poland,G,Government,R,Repeat,P,Persons,0,27,,
2011,NPL,ROU,Nepal,Romania,G,Government,R,Repeat,P,Persons,0,5,,
2011,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,9,,
2011,NPL,ESP,Nepal,Spain,G,Government,N,New,P,Persons,0,5,,
2011,NPL,SRB,Nepal,Serbia,G,Government,N,New,P,Persons,2,9,,
2011,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,1,13,,
2011,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,1,16,,
2011,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,13,,
2011,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,1.6,7,,
2011,NPL,TUR,Nepal,Turkey,U,UNHCR,N,New,P,Persons,2,7,,
2011,NPL,UKR,Nepal,Ukraine,G,Government,A,Appeal,C,Cases,1.3,6,,
2011,NPL,USA,Nepal,United States of America,G,Government,A,Appeal,P,Persons,0,208,,
2011,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,0,1113,,
2012,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,C,Cases,0,264,,
2012,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,188,,
2012,NPL,AUT,Nepal,Austria,G,Government,NA,New and appeal,P,Persons,0,42,,
2012,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,226,,
2012,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,8,,
2012,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,0,32,,
2012,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,45,,
2012,NPL,CHL,Nepal,Chile,G,Government,N,New,P,Persons,3,6,,
2012,NPL,CRI,Nepal,Costa Rica,G,Government,N,New,P,Persons,0,15,,
2012,NPL,CYP,Nepal,Cyprus,G,Government,A,Appeal,P,Persons,0,18,,
2012,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,18,,
2012,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,0,6,,
2012,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,0,9,,
2012,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,126,,
2012,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,96,,
2012,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,9,,
2012,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,31,,
2012,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,70,,
2012,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,14,,
2012,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,6,,
2012,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,N,New,P,Persons,0,9,,
2012,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,R,Repeat,P,Persons,0,5,,
2012,NPL,HUN,Nepal,Hungary,G,Government,R,Repeat,P,Persons,0,5,,
2012,NPL,IDN,Nepal,Indonesia,U,UNHCR,N,New,P,Persons,1.2,5,,
2012,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,9,,
2012,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,36,,
2012,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,5,,
2012,NPL,ISR,Nepal,Israel,U,UNHCR,N,New,P,Persons,0,14,,
2012,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,5,,
2012,NPL,JPN,Nepal,Japan,G,Government,NR,New and repeat,P,Persons,0,257,,
2012,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,320,,
2012,NPL,KOR,Nepal,Republic of Korea,G,Government,NR,New and repeat,P,Persons,0,43,,
2012,NPL,MEX,Nepal,Mexico,G,Government,N,New,P,Persons,0,5,,
2012,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,100,,
2012,NPL,NLD,Nepal,Netherlands,G,Government,R,Repeat,P,Persons,0,11,,
2012,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,19,,
2012,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,26,,
2012,NPL,NZL,Nepal,New Zealand,G,Government,A,Appeal,P,Persons,1,5,,
2012,NPL,NZL,Nepal,New Zealand,G,Government,N,New,P,Persons,0,5,,
2012,NPL,POL,Nepal,Poland,G,Government,A,Appeal,P,Persons,0,12,,
2012,NPL,POL,Nepal,Poland,G,Government,R,Repeat,P,Persons,0,6,,
2012,NPL,ROU,Nepal,Romania,G,Government,R,Repeat,P,Persons,0,7,,
2012,NPL,ZAF,Nepal,South Africa,G,Government,A,Appeal,P,Persons,0,8,,
2012,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,108,,
2012,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,17,,
2012,NPL,CHE,Nepal,Switzerland,G,Government,A,Appeal,P,Persons,0,13,,
2012,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,35,,
2012,NPL,THA,Nepal,Thailand,U,UNHCR,A,Appeal,P,Persons,2,8,,
2012,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,1.9,14,,
2012,NPL,UKR,Nepal,Ukraine,G,Government,A,Appeal,P,Persons,1.2,6,,
2012,NPL,USA,Nepal,United States of America,G,Government,A,Appeal,P,Persons,0,221,,
2012,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,0,1445,,
2013,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,C,Cases,0,97,,
2013,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,298,,
2013,NPL,AUT,Nepal,Austria,G,Government,NR,New and repeat,P,Persons,0,25,,
2013,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,39,,
2013,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,24,,
2013,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,0,14,,
2013,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,22,,
2013,NPL,COL,Nepal,Colombia,G,Government,N,New,P,Persons,1,7,,
2013,NPL,CRI,Nepal,Costa Rica,G,Government,N,New,P,Persons,0,8,,
2013,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,5,,
2013,NPL,DNK,Nepal,Denmark,G,Government,A,Appeal,P,Persons,1,5,,
2013,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,1,7,,
2013,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,107,,
2013,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,66,,
2013,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,13,,
2013,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,26,,
2013,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,61,,
2013,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,17,,
2013,NPL,GRC,Nepal,Greece,G,Government,A,Appeal,P,Persons,0,9,,
2013,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,8,,
2013,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,N,New,P,Persons,0,17,,
2013,NPL,HUN,Nepal,Hungary,G,Government,N,New,P,Persons,0,6,,
2013,NPL,IDN,Nepal,Indonesia,U,UNHCR,N,New,P,Persons,1.3,11,,
2013,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,5,,
2013,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,5,,
2013,NPL,JPN,Nepal,Japan,G,Government,A,Appeal,P,Persons,0,407,,
2013,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,544,,
2013,NPL,KOR,Nepal,Republic of Korea,G,Government,NR,New and repeat,P,Persons,0,90,,
2013,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,65,,
2013,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,27,,
2013,NPL,NIC,Nepal,Nicaragua,G,Government,N,New,P,Persons,5,5,,
2013,NPL,NOR,Nepal,Norway,G,Government,A,Appeal,P,Persons,0,16,,
2013,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,0,7,,
2013,NPL,NZL,Nepal,New Zealand,G,Government,N,New,P,Persons,0,5,,
2013,NPL,POL,Nepal,Poland,G,Government,R,Repeat,P,Persons,0,5,,
2013,NPL,ROU,Nepal,Romania,G,Government,N,New,P,Persons,0,5,,
2013,NPL,ZAF,Nepal,South Africa,G,Government,A,Appeal,P,Persons,0,16,,
2013,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,20,,
2013,NPL,ESP,Nepal,Spain,G,Government,N,New,P,Persons,0,5,,
2013,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,1,9,,
2013,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,1,19,,
2013,NPL,CHE,Nepal,Switzerland,G,Government,A,Appeal,P,Persons,0,12,,
2013,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,20,,
2013,NPL,CHE,Nepal,Switzerland,G,Government,R,Repeat,P,Persons,0,5,,
2013,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,2,7,,
2013,NPL,TUR,Nepal,Turkey,U,UNHCR,N,New,P,Persons,2,11,,
2013,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,239,,
2013,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,0,1268,,
2014,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,C,Cases,0,190,,
2014,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,229,,
2014,NPL,AUT,Nepal,Austria,G,Government,N,New,P,Persons,0,15,,
2014,NPL,AZE,Nepal,Azerbaijan,G,Government,N,New,P,Persons,4,5,,
2014,NPL,AZE,Nepal,Azerbaijan,U,UNHCR,N,New,P,Persons,3,5,,
2014,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,9,,
2014,NPL,BEL,Nepal,Belgium,G,Government,A,Appeal,C,Cases,0,90,,
2014,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,11,,
2014,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,1,12,,
2014,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,39,,
2014,NPL,COL,Nepal,Colombia,G,Government,N,New,P,Persons,1,94,,
2014,NPL,CRI,Nepal,Costa Rica,G,Government,N,New,P,Persons,0,52,,
2014,NPL,DNK,Nepal,Denmark,G,Government,A,Appeal,P,Persons,0,5,,
2014,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,0,5,,
2014,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,34,,
2014,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,72,,
2014,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,18,,
2014,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,14,,
2014,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,1.3,24,,
2014,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,47,,
2014,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,17,,
2014,NPL,GRC,Nepal,Greece,G,Government,A,Appeal,P,Persons,0,6,,
2014,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,10,,
2014,NPL,GTM,Nepal,Guatemala,G,Government,N,New,P,Persons,4,8,,
2014,NPL,HKG,Nepal,"China, Hong Kong Special Administrative Region",U,UNHCR,N,New,P,Persons,1.13,15,,
2014,NPL,IDN,Nepal,Indonesia,U,UNHCR,N,New,P,Persons,1.6,9,,
2014,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,5,,
2014,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,5,,
2014,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,69,,
2014,NPL,JPN,Nepal,Japan,G,Government,A,Appeal,P,Persons,1,653,,
2014,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,1,1293,,
2014,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,1,84,,
2014,NPL,MEX,Nepal,Mexico,G,Government,N,New,P,Persons,0,6,,
2014,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,46,,
2014,NPL,NLD,Nepal,Netherlands,G,Government,R,Repeat,P,Persons,0,9,,
2014,NPL,NOR,Nepal,Norway,G,Government,A,Appeal,P,Persons,0,11,,
2014,NPL,NRU,Nepal,Nauru,G,Government,N,New,P,Persons,0,15,,
2014,NPL,NZL,Nepal,New Zealand,G,Government,N,New,P,Persons,0,5,,
2014,NPL,PNG,Nepal,Papua New Guinea,G,Government,N,New,P,Persons,0,17,,
2014,NPL,ZAF,Nepal,South Africa,G,Government,A,Appeal,P,Persons,0,5,,
2014,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,18,,
2014,NPL,RUS,Nepal,Russian Federation,G,Government,N,New,P,Persons,2,5,,
2014,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,0,6,,
2014,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,13,,
2014,NPL,SWE,Nepal,Sweden,G,Government,R,Repeat,P,Persons,0,5,,
2014,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,10,,
2014,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,2.1,5,,
2014,NPL,TUR,Nepal,Turkey,U,UNHCR,N,New,P,Persons,2,5,,
2014,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,266,,
2014,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,1.393,1050,,
2015,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,C,Cases,0,145,,
2015,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,154,,
2015,NPL,AUT,Nepal,Austria,G,Government,N,New,P,Persons,0,43,,
2015,NPL,AUT,Nepal,Austria,G,Government,R,Repeat,P,Persons,0,5,,
2015,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,25,,
2015,NPL,BEL,Nepal,Belgium,G,Government,A,Appeal,C,Cases,0,10,,
2015,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,54,,
2015,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,1,20,,
2015,NPL,CAN,Nepal,Canada,G,Government,A,Appeal,P,Persons,0,5,,
2015,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,92,,
2015,NPL,CRI,Nepal,Costa Rica,G,Government,N,New,P,Persons,0,78,,
2015,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,14,,
2015,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,0,5,,
2015,NPL,EST,Nepal,Estonia,G,Government,N,New,P,Persons,0,5,,
2015,NPL,FIN,Nepal,Finland,G,Government,N,New,P,Persons,1,72,,
2015,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,77,,
2015,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,68,,
2015,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,7,,
2015,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,12,,
2015,NPL,FSM,Nepal,Micronesia (Federated States of),U,UNHCR,A,Appeal,P,Persons,0,10,,
2015,NPL,FSM,Nepal,Micronesia (Federated States of),U,UNHCR,N,New,P,Persons,0,16,,
2015,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,0,30,,
2015,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,88,,
2015,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,13,,
2015,NPL,GRC,Nepal,Greece,G,Government,A,Appeal,P,Persons,0,5,,
2015,NPL,GTM,Nepal,Guatemala,G,Government,N,New,P,Persons,4,68,,
2015,NPL,HUN,Nepal,Hungary,G,Government,N,New,P,Persons,0,29,,
2015,NPL,IDN,Nepal,Indonesia,U,UNHCR,N,New,P,Persons,1.6,5,,
2015,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,10,,
2015,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,7,,
2015,NPL,ISR,Nepal,Israel,G,Government,N,New,P,Persons,0,87,,
2015,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,22,,
2015,NPL,JPN,Nepal,Japan,G,Government,A,Appeal,P,Persons,1,887,,
2015,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,1,1768,,
2015,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,1,236,,
2015,NPL,MEX,Nepal,Mexico,G,Government,N,New,P,Persons,0,7,,
2015,NPL,MLT,Nepal,Malta,G,Government,A,Appeal,P,Persons,0,5,,
2015,NPL,MLT,Nepal,Malta,G,Government,N,New,P,Persons,0,5,,
2015,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,27,,
2015,NPL,NLD,Nepal,Netherlands,G,Government,R,Repeat,P,Persons,0,10,,
2015,NPL,NOR,Nepal,Norway,G,Government,A,Appeal,P,Persons,0,8,,
2015,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,1,60,,
2015,NPL,ZAF,Nepal,South Africa,G,Government,A,Appeal,P,Persons,1,55,,
2015,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,1,70,,
2015,NPL,RUS,Nepal,Russian Federation,G,Government,N,New,P,Persons,2,5,,
2015,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,58,,
