Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Application Type Code,Application Type,Application Data Type,Application Data,Application Average Persons Per Case,Number of Applications,,
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+procedure_type,#indicator+procedure+name,#indicator+application_type+code,#indicator+application_type,#indicator+application_data_type,#indicator+application_data,#indicator+application_average_persons+num,#inneed+asylum_seekers+applications,,
2015,NPL,SWE,Nepal,Sweden,G,Government,R,Repeat,P,Persons,0,10,,
2015,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,5,,
2015,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,2.1,5,,
2015,NPL,UKR,Nepal,Ukraine,G,Government,N,New,P,Persons,2,5,,
2015,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,243,,
2015,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,1.406,1051,,
2016,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,P,Persons,0,112,,
2016,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,173,,
2016,NPL,AUT,Nepal,Austria,G,Government,N,New,P,Persons,0,56,,
2016,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,12,,
2016,NPL,BEL,Nepal,Belgium,G,Government,A,Appeal,C,Cases,0,14,,
2016,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,11,,
2016,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,1,11,,
2016,NPL,BGR,Nepal,Bulgaria,G,Government,N,New,P,Persons,1,11,,
2016,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,180,,
2016,NPL,COD,Nepal,Democratic Republic of the Congo,G,Government,N,New,P,Persons,0,5,,
2016,NPL,CRI,Nepal,Costa Rica,G,Government,N,New,P,Persons,0,52,,
2016,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,43,,
2016,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,0,9,,
2016,NPL,FIN,Nepal,Finland,G,Government,N,New,P,Persons,0,31,,
2016,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,36,,
2016,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,85,,
2016,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,11,,
2016,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,5,,
2016,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,1.3,34,,
2016,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,209,,
2016,NPL,GEO,Nepal,Georgia,G,Government,N,New,P,Persons,0,9,,
2016,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,131,,
2016,NPL,GRC,Nepal,Greece,G,Government,A,Appeal,P,Persons,0,18,,
2016,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,47,,
2016,NPL,GTM,Nepal,Guatemala,G,Government,N,New,P,Persons,4,12,,
2016,NPL,HUN,Nepal,Hungary,G,Government,N,New,P,Persons,0,52,,
2016,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,5,,
2016,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,12,,
2016,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,63,,
2016,NPL,JPN,Nepal,Japan,G,Government,A,Appeal,P,Persons,0,939,,
2016,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,1451,,
2016,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,0,217,,
2016,NPL,LVA,Nepal,Latvia,G,Government,N,New,P,Persons,0,10,,
2016,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,12,,
2016,NPL,NLD,Nepal,Netherlands,G,Government,R,Repeat,P,Persons,0,6,,
2016,NPL,NOR,Nepal,Norway,G,Government,A,Appeal,P,Persons,0,9,,
2016,NPL,NOR,Nepal,Norway,G,Government,N,New,P,Persons,0,5,,
2016,NPL,NZL,Nepal,New Zealand,G,Government,N,New,P,Persons,0,5,,
2016,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,18,,
2016,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,0,30,,
2016,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,8,,
2016,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,6,,
2016,NPL,THA,Nepal,Thailand,U,UNHCR,N,New,P,Persons,2.1,5,,
2016,NPL,UKR,Nepal,Ukraine,G,Government,N,New,P,Persons,2,5,,
2016,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,617,,
2016,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,1.46,1480,,
2017,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,P,Persons,0,57,,
2017,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,126,,
2017,NPL,AUT,Nepal,Austria,G,Government,N,New,P,Persons,0,23,,
2017,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,5,,
2017,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,0,65,,
2017,NPL,BIH,Nepal,Bosnia and Herzegovina,G,Government,N,New,P,Persons,1,5,,
2017,NPL,BGR,Nepal,Bulgaria,G,Government,N,New,P,Persons,0,13,,
2017,NPL,CAN,Nepal,Canada,G,Government,A,Appeal,P,Persons,0,28,,
2017,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,116,,
2017,NPL,CYP,Nepal,Cyprus,G,Government,A,Appeal,P,Persons,0,11,,
2017,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,75,,
2017,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,87,,
2017,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,5,,
2017,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,6,,
2017,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,1.3,65,,
2017,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,197,,
2017,NPL,GEO,Nepal,Georgia,G,Government,N,New,P,Persons,0,5,,
2017,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,35,,
2017,NPL,DEU,Nepal,Germany,G,Government,R,Repeat,P,Persons,0,5,,
2017,NPL,GRC,Nepal,Greece,G,Government,A,Appeal,P,Persons,0,22,,
2017,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,90,,
2017,NPL,HUN,Nepal,Hungary,G,Government,N,New,P,Persons,0,5,,
2017,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,5,,
2017,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,6,,
2017,NPL,ISR,Nepal,Israel,G,Government,N,New,P,Persons,0,5,,
2017,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,90,,
2017,NPL,JPN,Nepal,Japan,G,Government,A,Appeal,P,Persons,0,1388,,
2017,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,1451,,
2017,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,0,149,,
2017,NPL,LKA,Nepal,Sri Lanka,U,UNHCR,N,New,P,Persons,0,5,,
2017,NPL,MYS,Nepal,Malaysia,U,UNHCR,N,New,P,Persons,1.5,5,,
2017,NPL,PER,Nepal,Peru,G,Government,N,New,P,Persons,0,5,,
2017,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,71,,
2017,NPL,ESP,Nepal,Spain,G,Government,N,New,P,Persons,0,5,,
2017,NPL,SVN,Nepal,Slovenia,G,Government,N,New,P,Persons,0,5,,
2017,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,0,14,,
2017,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,11,,
2017,NPL,THA,Nepal,Thailand,U,UNHCR,A,Appeal,P,Persons,2.1,5,,
2017,NPL,USA,Nepal,United States of America,G,Government,A,Appeal,P,Persons,0,6,,
2017,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,695,,
2017,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,1.501,1141,,
2018,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,P,Persons,0,51,,
2018,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,174,,
2018,NPL,AUT,Nepal,Austria,G,Government,N,New,P,Persons,0,11,,
2018,NPL,AZE,Nepal,Azerbaijan,G,Government,N,New,P,Persons,0,11,,
2018,NPL,BEL,Nepal,Belgium,G,Government,N,New,P,Persons,0,5,,
2018,NPL,BEL,Nepal,Belgium,G,Government,R,Repeat,P,Persons,0,5,,
2018,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,0,131,,
2018,NPL,BIH,Nepal,Bosnia and Herzegovina,G,Government,N,New,P,Persons,1,13,,
2018,NPL,CAN,Nepal,Canada,G,Government,A,Appeal,P,Persons,0,28,,
2018,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,166,,
2018,NPL,CYP,Nepal,Cyprus,G,Government,A,Appeal,P,Persons,0,39,,
2018,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,171,,
2018,NPL,DNK,Nepal,Denmark,G,Government,N,New,P,Persons,0,5,,
2018,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,75,,
2018,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,104,,
2018,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,11,,
2018,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,13,,
2018,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,1.3,45,,
2018,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,150,,
2018,NPL,DEU,Nepal,Germany,G,Government,J,Judiciary,P,Persons,0,58,,
2018,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,23,,
2018,NPL,DEU,Nepal,Germany,G,Government,R,Repeat,P,Persons,0,5,,
2018,NPL,GRC,Nepal,Greece,G,Government,A,Appeal,P,Persons,0,15,,
2018,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,114,,
2018,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,5,,
2018,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,15,,
2018,NPL,ISR,Nepal,Israel,G,Government,N,New,P,Persons,0,39,,
2018,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,118,,
2018,NPL,JPN,Nepal,Japan,G,Government,A,Appeal,P,Persons,0,1520,,
2018,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,1713,,
2018,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,0,175,,
2018,NPL,MNE,Nepal,Montenegro,G,Government,N,New,P,Persons,0,20,,
2018,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,13,,
2018,NPL,SVN,Nepal,Slovenia,G,Government,N,New,P,Persons,0,27,,
2018,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,14,,
2018,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,0,14,,
2018,NPL,SWE,Nepal,Sweden,G,Government,R,Repeat,P,Persons,0,5,,
2018,NPL,USA,Nepal,United States of America,G,Government,A,Appeal,P,Persons,0,422,,
2018,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,704,,
2018,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,1.501,379,,6606
2019,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,P,Persons,0,35,,
2019,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,182,,
2019,NPL,AUT,Nepal,Austria,G,Government,N,New,P,Persons,0,6,,
2019,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,0,112,,
2019,NPL,CAN,Nepal,Canada,G,Government,A,Appeal,P,Persons,0,18,,
2019,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,139,,
2019,NPL,CYP,Nepal,Cyprus,G,Government,A,Appeal,P,Persons,0,82,,
2019,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,313,,
2019,NPL,CYP,Nepal,Cyprus,G,Government,R,Repeat,P,Persons,0,11,,
2019,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,54,,
2019,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,109,,
2019,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,6,,
2019,NPL,FRA,Nepal,France,G,Government,R,Repeat,P,Persons,0,6,,
2019,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,1,32,,
2019,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,167,,
2019,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,R,Repeat,P,Persons,0,6,,
2019,NPL,DEU,Nepal,Germany,G,Government,N,New,P,Persons,0,10,,
2019,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,137,,
2019,NPL,HRV,Nepal,Croatia,G,Government,N,New,P,Persons,0,5,,
2019,NPL,IRL,Nepal,Ireland,G,Government,A,Appeal,P,Persons,0,5,,
2019,NPL,IRL,Nepal,Ireland,G,Government,N,New,P,Persons,0,9,,
2019,NPL,ISR,Nepal,Israel,G,Government,N,New,P,Persons,0,59,,
2019,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,28,,
2019,NPL,JPN,Nepal,Japan,G,Government,A,Appeal,P,Persons,0,838,,
2019,NPL,JPN,Nepal,Japan,G,Government,N,New,P,Persons,0,1256,,
2019,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,0,291,,
2019,NPL,MEX,Nepal,Mexico,G,Government,N,New,P,Persons,2,9,,
2019,NPL,MNE,Nepal,Montenegro,G,Government,N,New,P,Persons,0,12,,
2019,NPL,MLT,Nepal,Malta,G,Government,N,New,P,Persons,0,19,,
2019,NPL,NLD,Nepal,Netherlands,G,Government,N,New,P,Persons,0,8,,
2019,NPL,NZL,Nepal,New Zealand,G,Government,N,New,P,Persons,0,5,,
2019,NPL,ROU,Nepal,Romania,G,Government,N,New,P,Persons,1,8,,
2019,NPL,ZAF,Nepal,South Africa,G,Government,R,Repeat,P,Persons,0,68,,
2019,NPL,ZAF,Nepal,South Africa,G,Government,N,New,P,Persons,0,73,,
2019,NPL,ESP,Nepal,Spain,G,Government,N,New,P,Persons,0,5,,
2019,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,0,14,,
2019,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,20,,
2019,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,8,,
2019,NPL,USA,Nepal,United States of America,G,Government,A,Appeal,P,Persons,0,393,,
2019,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,541,,5574
2019,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,2,475,,
2020,NPL,AUS,Nepal,Australia,G,Government,A,Appeal,P,Persons,0,45,,
2020,NPL,AUS,Nepal,Australia,G,Government,N,New,P,Persons,0,105,,
2020,NPL,BRA,Nepal,Brazil,G,Government,N,New,P,Persons,0,12,,
2020,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,47,,
2020,NPL,CAN,Nepal,Canada,G,Government,N,New,P,Persons,0,16,,
2020,NPL,CYP,Nepal,Cyprus,G,Government,A,Appeal,P,Persons,0,71,,
2020,NPL,CYP,Nepal,Cyprus,G,Government,N,New,P,Persons,0,135,,
2020,NPL,FRA,Nepal,France,G,Government,A,Appeal,P,Persons,0,19,,
2020,NPL,FRA,Nepal,France,G,Government,N,New,P,Persons,0,32,,
2020,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,A,Appeal,C,Cases,1.3,9,,
2020,NPL,GBR,Nepal,United Kingdom of Great Britain and Northern Ireland,G,Government,N,New,P,Persons,0,57,,
2020,NPL,DEU,Nepal,Germany,G,Government,J,Judiciary,P,Persons,0,9,,
2020,NPL,GRC,Nepal,Greece,G,Government,A,Appeal,P,Persons,0,14,,
2020,NPL,GRC,Nepal,Greece,G,Government,N,New,P,Persons,0,6,,
2020,NPL,ISR,Nepal,Israel,G,Government,N,New,P,Persons,0,17,,
2020,NPL,ITA,Nepal,Italy,G,Government,N,New,P,Persons,0,11,,
2020,NPL,KOR,Nepal,Republic of Korea,G,Government,N,New,P,Persons,0,181,,
2020,NPL,MEX,Nepal,Mexico,G,Government,N,New,P,Persons,1.5,6,,
2020,NPL,POL,Nepal,Poland,G,Government,A,Appeal,P,Persons,1,5,,
2020,NPL,SVN,Nepal,Slovenia,G,Government,N,New,P,Persons,0,5,,
2020,NPL,SWE,Nepal,Sweden,G,Government,A,Appeal,P,Persons,0,6,,
2020,NPL,SWE,Nepal,Sweden,G,Government,N,New,P,Persons,0,5,,
2020,NPL,CHE,Nepal,Switzerland,G,Government,N,New,P,Persons,0,5,,
2020,NPL,USA,Nepal,United States of America,G,Government,A,Appeal,P,Persons,0,133,,
2020,NPL,USA,Nepal,United States of America,G,Government,N,New,P,Persons,0,62,,
2020,NPL,USA,Nepal,United States of America,G,Government,N,New,C,Cases,1.49,179,,1192
