Year,Country of Asylum,CountryID,Latitude,Longitude,Number of Applications
2007,Albania,AL,41.1533,20.1683,9
2007,Australia,AU,25.2744,133.7751,96
2007,Austria,AT,47.5162,14.5501,43
2007,Belgium,BE ,50.5037,4.4699,41
2007,Cambodia,KH,12.5657,104.991,5
2007,Canada,CA,56.1304,106.3468,121
2007,"China, Hong Kong Special Administrative Region",CN,22.3193,114.1694,282
2007,Cyprus,CY,35.1264,33.4299,98
2007,Denmark,DK,56.2639,9.5018,5
2007,Ecuador,EC,1.8312,78.1834,8
2007,Finland,FI,61.9241,25.7482,5
2007,France,FR,46.2276,2.2137,24
2007,Germany,DE,51.1567,10.4515,33
2007,Greece,GR,39.0742,21.8243,5
2007,Indonesia,ID,0.7893,113.9213,13
2007,Israel,IL,31.0461,34.8516,7
2007,Italy,IT,41.8719,12.5674,5
2007,Japan,JP,36.2048,138.2529,5
2007,Lithuania,LT,55.1694,23.8813,5
2007,Malaysia,MY,4.2105,101.9758,8
2007,Netherlands,NL,52.1326,5.2913,38
2007,Norway,NO,60.472,8.4689,126
2007,Poland,PL,51.9194,19.1451,17
2007,Portugal,PT,39.3999,8.2245,5
2007,Republic of Korea,KR,35.9078,127.7669,275
2007,Senegal,SN,14.4974,14.4524,5
2007,Slovakia,SK,48.669,19.699,7
2007,Spain,ES,40.4637,3.7492,27
2007,Sweden,SE,60.1282,18.6435,25
2007,Switzerland,CH,46.8182,8.2275,8
2007,Thailand,TH,15.87,100.9925,44
2007,Ukraine,UA,48.3794,31.1615,14
2007,United Kingdom of Great Britain and Northern Ireland,GB,55.3781,3.436,25
2007,United States of America,US,37.0902,95.7129,532
