Year,Country of Origin,CountryID,Latitude,Longitude,Total
2007,Bhutan,BT,27.5142,90.4336,111860
2007,Ethiopia,ET,9.145,40.4897,5
2007,Iran (Islamic Republic of),IR ,32.4279,53.688,10
2007,Myanmar,MM,21.9162,95.956,12
2007,Nepal,,28.3949,84.124,100000
2007,Pakistan,PK,30.3753,69.3451,159
2007,Somalia,SO,5.1521,46.1996,111
2007,Stateless,,,,800000
2007,Tibetan,54,30.1534,88.7879,20294
