Year,Country of Origin,CountryID,Latitude,Longitude,Total
2012,Bhutan,BT,27.5142,90.4336,40971
2012,Democratic Republic of the Congo,CD,4.0383,21.7587,5
2012,India,IN ,20.5937,78.9629,446
2012,Iran (Islamic Republic of),IR,32.4279,53.688,5
2012,Iraq,IQ,33.2232,43.6793,5
2012,Sri Lanka,LK,7.8731,80.7718,11
2012,Myanmar,MM,21.9162,95.956,47
2012,Pakistan,PK,30.3753,69.3451,185
2012,Somalia,SO,5.1521,46.1996,50
2012,Tibetan,54,30.1534,88.7879,15000
