Year,Country of Origin,CountryID,Latitude,Longitude,Total
2011,Bhutan,BT,27.5142,90.4336,58295
2011,India,IN,20.5937,78.9629,413
2011,Iraq,IQ ,33.2232,43.6793,5
2011,Sri Lanka,LK,7.8731,80.7718,13
2011,Myanmar,MM,21.9162,95.956,34
2011,Pakistan,PK,30.3753,69.3451,155
2011,Somalia,SO,5.1521,46.1996,78
2011,Stateless,,,,800000
2011,Tibetan,54,30.1534,88.7879,150128
