Year,Country of Origin,CountryID,Latitude,Longitude,Total
2005,Bhutan,BT,27.5142,90.4336,117282
2005,Iran (Islamic Republic of),IR,32.4279,53.688,5
2005,Iraq,IQ,33.2232,43.6793,8
2005,Liberia,LY,6.4281,9.4295,8
2005,Myanmar,MM,21.9162,95.956,14
2005,Pakistan,PK,30.3753,69.3451,226
2005,Somalia,SO,5.1521,46.1996,5
2005,Stateless,,,,400000
2005,Tibetan,54,30.1534,88.7879,21081
