Year,Country of Origin,CountryID,Latitude,Longitude,Total
2006,Bhutan,BT,27.5142,90.4336,119146
2006,Ethiopia,ET,9.145,40.4897,5
2006,Iran (Islamic Republic of),IR,32.4279,53.688,10
2006,Iraq,IQ,33.2232,43.6793,7
2006,Liberia,LY,6.4281,9.4295,5
2006,Myanmar,MM,21.9162,95.956,17
2006,Nigeria,NG,9.082,8.6753,11
2006,Pakistan,PK,30.3753,69.3451,189
2006,Somalia,SO,5.1521,46.1996,106
2006,Stateless,,,,3400000
2006,Tibetan,54,30.1534,88.7879,20540
