Year,Country of Origin,CountryID,Latitude,Longitude,Total
2017,Afghanistan,AF,33.9391,67.71,57
2017,Bangladesh,BD,23.685,90.3563,12
2017,Bhutan,BT,27.5142,90.4336,7422
2017,India,IN,20.5937,78.9629,235
2017,Iran (Islamic Republic of),IR,32.4279,53.688,5
2017,Sri Lanka,LK,7.8731,80.7718,25
2017,Myanmar,MM,21.9162,95.956,314
2017,Nepal,,28.3949,84.124,382
2017,Pakistan,PK,30.3753,69.3451,244
2017,Somalia,SO,5.1521,46.1996,29
2017,Tibetan,54,30.1534,88.7879,13517
