Year,Country of Origin,CountryID,Latitude,Longitude,Total
2009,Bhutan,BT,27.5142,90.4336,89132
2009,Ethiopia,ET,9.145,40.4897,5
2009,Iraq,IQ,33.2232,43.6793,5
2009,Sri Lanka,LK,7.8731,80.7718,7
2009,Myanmar,MM,21.9162,95.956,33
2009,Pakistan,PK,30.3753,69.3451,160
2009,Somalia,SO,5.1521,46.1996,89
2009,Stateless,,,,800000
2009,Tibetan,54,30.1534,88.7879,200109
2009,Various / unknown,,,,367
