Year,Country of Origin,CountryID,Latitude,Longitude,Total
2019,Afghanistan,AF,33.9391,67.71,51
2019,Bangladesh,BD,23.685,90.3563,5
2019,Bhutan,BT,27.5142,90.4336,6396
2019,India,IN,20.5937,78.9629,210
2019,Iran (Islamic Republic of),IR,32.4279,53.688,10
2019,Sri Lanka,LK,7.8731,80.7718,27
2019,Myanmar,MM,21.9162,95.956,362
2019,Nepal,,28.3949,84.124,324
2019,Pakistan,PK,30.3753,69.3451,206
2019,Somalia,SO,5.1521,46.1996,26
2019,Tibetan,54,30.1534,88.7879,12540
2019,Yemen,YE,15.5527,48.5164,5
