Year,Country of Origin,CountryID,Latitude,Longitude,Total
2008,Bhutan,BT,27.5142,90.4336,105536
2008,Ethiopia,ET,9.145,40.4897,5
2008,Myanmar,MM,21.9162,95.956,23
2008,Pakistan,PK,30.3753,69.3451,151
2008,Somalia,SO,5.1521,46.1996,85
2008,Stateless,,,,800000
2008,Tibetan,54,30.1534,88.7879,20059
