Year,Country of Origin,CountryID,Latitude,Longitude,Total
2013,Afghanistan,AF,33.9391,67.71,14
2013,Bhutan,BT,27.5142,90.4336,30977
2013,Democratic Republic of the Congo,CD,4.0383,21.7587,5
2013,India,IN,20.5937,78.9629,411
2013,Iran (Islamic Republic of),IR,32.4279,53.688,5
2013,Iraq,IQ,33.2232,43.6793,5
2013,Sri Lanka,LK,7.8731,80.7718,18
2013,Myanmar,MM,21.9162,95.956,94
2013,Pakistan,PK,30.3753,69.3451,389
2013,Somalia,SO,5.1521,46.1996,33
2013,Tibetan,54,30.1534,88.7879,15014
