Year,Country of Origin,CountryID,Latitude,Longitude,Total
2001,Bhutan,BT,27.5142,90.4336,110780
2001,China,CN,22.3193,114.1694,23
2001,Iraq,IQ,33.2232,43.6793,5
2001,Sri Lanka,LK,7.8731,80.7718,8
2001,Tibetan,54,30.1534,88.7879,20140
