Year,Country of Origin,CountryID,Latitude,Longitude,Total
2002,Bhutan,BT,27.5142,90.4336,112263
2002,China,CN,22.3193,114.1694,21
2002,Sri Lanka,LK,7.8731,80.7718,7
2002,Tibetan,54,30.1534,88.7879,20149
