Year,Country of Origin,CountryID,Latitude,Longitude,Total
2003,Bhutan,BT,27.5142,90.4336,113856
2003,China,CN,22.3193,114.1694,5
2003,Iran (Islamic Republic of),IR ,32.4279,53.688,5
2003,Iraq,IQ,33.2232,43.6793,16
2003,Sri Lanka,LK,7.8731,80.7718,7
2003,Niger,NE,17.6078,8.0817,5
2003,Tibetan,54,30.1534,88.7879,20704
